"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL3647538";"";"";"Small molecule";"";"466.54";"1";"1";"4.65";"86.97";"7";"0";"0";"6";"N";"0.41";"None";"2.54";"3.34";"3.34";"4";"MOL";"-1";"33";"7";"0";"0";"466.1475";"-1.27";"NEUTRAL";"C24H23FN4O3S";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C5CCC5)cc4OC)c3)cnnc21";"QZVVTUGVJFSMAN-UHFFFAOYSA-N";"InChI=1S/C24H23FN4O3S/c1-3-29-14-26-23-20(13-27-28-24(23)29)15-7-10-21(25)19(11-15)18-9-8-17(12-22(18)32-2)33(30,31)16-5-4-6-16/h7-14,16H,3-6H2,1-2H3";"False";"-1";"['BDBM144229']";"['US8952008, 6']"
"CHEMBL3647558";"";"";"Small molecule";"";"438.51";"1";"1";"3.69";"107.20";"8";"1";"0";"6";"N";"0.49";"8.93";"2.56";"2.19";"2.18";"4";"MOL";"-1";"31";"8";"1";"0";"438.1362";"-0.92";"NEUTRAL";"C22H22N4O4S";"CCn1cnc2c(-c3ccc(O)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21";"UOVHUSUBZVIFIM-UHFFFAOYSA-N";"InChI=1S/C22H22N4O4S/c1-4-26-13-23-21-18(12-24-25-22(21)26)14-6-9-19(27)17(10-14)16-8-7-15(11-20(16)30-3)31(28,29)5-2/h6-13,27H,4-5H2,1-3H3";"False";"-1";"['BDBM144249']";"['US8952008, 48']"
"CHEMBL146302";"";"";"Small molecule";"";"406.39";"5";"9";"3.58";"70.73";"5";"1";"0";"2";"N";"0.55";"12.96";"4.25";"3.35";"3.35";"4";"MOL";"-1";"30";"6";"1";"0";"406.1241";"-1.49";"NEUTRAL";"C22H16F2N4O2";"O=C(c1ccccc1F)N1CCc2nc(O)n3cc(-c4ccccc4F)nc3c2C1";"NHPMGBFDAPCAMB-UHFFFAOYSA-N";"InChI=1S/C22H16F2N4O2/c23-16-7-3-1-5-13(16)19-12-28-20(25-19)15-11-27(10-9-18(15)26-22(28)30)21(29)14-6-2-4-8-17(14)24/h1-8,12H,9-11H2,(H,26,30)";"False";"-1";"['35']";"['8-(2-Fluoro-benzoyl)-2-(2-fluoro-phenyl)-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL3647540";"";"";"Small molecule";"";"461.52";"1";"1";"4.69";"101.53";"7";"0";"0";"5";"N";"0.43";"None";"2.51";"3.33";"3.33";"4";"MOL";"-1";"33";"7";"0";"0";"461.1322";"-1.49";"NEUTRAL";"C24H20FN5O2S";"CC(C)S(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C3CC3)ccc2F)c(C#N)c1";"SLPBDBMICWVAFZ-UHFFFAOYSA-N";"InChI=1S/C24H20FN5O2S/c1-14(2)33(31,32)18-6-7-19(16(9-18)11-26)20-10-15(3-8-22(20)25)21-12-28-29-24-23(21)27-13-30(24)17-4-5-17/h3,6-10,12-14,17H,4-5H2,1-2H3";"False";"-1";"['BDBM144231']";"['US8952008, 18']"
"CHEMBL3647571";"";"";"Small molecule";"";"423.47";"1";"1";"3.54";"89.77";"6";"1";"0";"5";"N";"0.53";"10.09";"2.51";"2.39";"2.38";"4";"MOL";"-1";"30";"7";"1";"0";"423.1165";"-1.36";"NEUTRAL";"C21H18FN5O2S";"CNS(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C3CC3)ccc2F)cc1";"UGSGONUQALTCTR-UHFFFAOYSA-N";"InChI=1S/C21H18FN5O2S/c1-23-30(28,29)16-7-2-13(3-8-16)17-10-14(4-9-19(17)22)18-11-25-26-21-20(18)24-12-27(21)15-5-6-15/h2-4,7-12,15,23H,5-6H2,1H3";"False";"-1";"['BDBM144262']";"['US8952008, 20']"
"CHEMBL3647559";"";"";"Small molecule";"";"410.47";"5";"7";"4.11";"77.74";"6";"0";"0";"5";"N";"0.49";"None";"2.54";"2.80";"2.80";"4";"MOL";"-1";"29";"6";"0";"0";"410.1213";"-1.58";"NEUTRAL";"C21H19FN4O2S";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)CC)cc4)c3)cnnc21";"BJONIROKQJSCLF-UHFFFAOYSA-N";"InChI=1S/C21H19FN4O2S/c1-3-26-13-23-20-18(12-24-25-21(20)26)15-7-10-19(22)17(11-15)14-5-8-16(9-6-14)29(27,28)4-2/h5-13H,3-4H2,1-2H3";"False";"-1";"['BDBM144250', '22']";"['US8952008, 49', "7-Ethyl-4-(4'-(ethylsulfonyl)-6-fluorobiphenyl-3-yl)-7H-imidazo[4,5-c]pyridazine"]"
"CHEMBL3647549";"";"";"Small molecule";"";"425.49";"1";"1";"3.79";"89.77";"6";"1";"0";"5";"N";"0.53";"10.09";"2.52";"2.69";"2.69";"4";"MOL";"-1";"30";"7";"1";"0";"425.1322";"-1.47";"NEUTRAL";"C21H20FN5O2S";"CNS(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C(C)C)ccc2F)cc1";"TZLXIJXUFJJEGC-UHFFFAOYSA-N";"InChI=1S/C21H20FN5O2S/c1-13(2)27-12-24-20-18(11-25-26-21(20)27)15-6-9-19(22)17(10-15)14-4-7-16(8-5-14)30(28,29)23-3/h4-13,23H,1-3H3";"False";"-1";"['BDBM144240']";"['US8952008, 33']"
"CHEMBL4753738";"";"";"Unknown";"";"385.37";"6";"7";"3.53";"72.28";"6";"1";"0";"4";"N";"0.74";"None";"5.67";"2.88";"2.87";"3";"MOL";"-1";"28";"7";"1";"0";"385.1350";"-1.06";"NEUTRAL";"C19H17F2N5O2";"CN1C(=O)C(F)(F)Oc2cc(Nc3cc4c(cn3)ncn4CC3CC3)ccc21";"UWALHBHAIPDYBK-UHFFFAOYSA-N";"InChI=1S/C19H17F2N5O2/c1-25-14-5-4-12(6-16(14)28-19(20,21)18(25)27)24-17-7-15-13(8-22-17)23-10-26(15)9-11-2-3-11/h4-8,10-11H,2-3,9H2,1H3,(H,22,24)";"False";"-1";"['14']";"['7-(1-(cyclopropylmethyl)-1H-imidazo[4,5-c]pyridin-6-ylamino)-2,2-difluoro-4-methyl-2H-benzo[b][1,4]oxazin-3(4H)-one']"
"CHEMBL4794600";"";"";"Unknown";"";"351.37";"6";"7";"1.73";"98.06";"8";"1";"0";"4";"N";"0.76";"11.53";"2.38";"0.85";"0.85";"3";"MOL";"-1";"26";"9";"1";"0";"351.1444";"-1.27";"NEUTRAL";"C17H17N7O2";"CN1C(=O)COc2cc(Nc3ncc4ncn(CC5CC5)c4n3)cnc21";"ZFSDWMJUJLAVIU-UHFFFAOYSA-N";"InChI=1S/C17H17N7O2/c1-23-14(25)8-26-13-4-11(5-18-16(13)23)21-17-19-6-12-15(22-17)24(9-20-12)7-10-2-3-10/h4-6,9-10H,2-3,7-8H2,1H3,(H,19,21,22)";"False";"-1";"['22']";"['7-(9-(cyclopropylmethyl)-9H-purin-2-ylamino)-4-methyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one']"
"CHEMBL306422";"";"";"Small molecule";"";"362.35";"11";"29";"1.95";"109.05";"10";"0";"0";"4";"N";"0.48";"None";"0.54";"1.95";"1.95";"5";"MOL";"-1";"27";"10";"0";"0";"362.1240";"-2.06";"NEUTRAL";"C17H14N8O2";"Cc1cc(-c2nnc3c4ccccc4c(OCc4cn(C)nn4)nn23)no1";"NZMJFRXKGUCYNP-UHFFFAOYSA-N";"InChI=1S/C17H14N8O2/c1-10-7-14(22-27-10)16-20-19-15-12-5-3-4-6-13(12)17(21-25(15)16)26-9-11-8-24(2)23-18-11/h3-8H,9H2,1-2H3";"False";"-1";"['16', '5', '22', '35; alpha-5IA']";"['3-(5-Methyl-isoxazol-3-yl)-6-(1-methyl-1H-[1,2,3]triazol-4-ylmethoxy)-[1,2,4]triazolo[3,4-a]phthalazine', '3-(5-Methyl-isoxazol-3-yl)-6-(1-methyl-1H-[1,2,3]triazol-4-ylmethoxy)-[1,2,4]triazolo[3,4-a]phthalazine', '5-methyl-3-(6-((1-methyl-1H-1,2,3-triazol-4-yl)methoxy)-[1,2,4]triazolo[3,4-a]phthalazin-3-yl)isoxazole', '5-methyl-3-(6-((1-methyl-1H-1,2,3-triazol-4-yl)methoxy)-[1,2,4]triazolo[3,4-a]phthalazin-3-yl)isoxazole']"
"CHEMBL3647566";"";"";"Small molecule";"";"454.53";"5";"7";"4.51";"86.97";"7";"0";"0";"6";"N";"0.43";"None";"2.54";"3.21";"3.21";"4";"MOL";"-1";"32";"7";"0";"0";"454.1475";"-1.36";"NEUTRAL";"C23H23FN4O3S";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C(C)C)cc4OC)c3)cnnc21";"QHYFCCTYDPRQRM-UHFFFAOYSA-N";"InChI=1S/C23H23FN4O3S/c1-5-28-13-25-22-19(12-26-27-23(22)28)15-6-9-20(24)18(10-15)17-8-7-16(11-21(17)31-4)32(29,30)14(2)3/h6-14H,5H2,1-4H3";"False";"-1";"['BDBM144257', '38']";"['US8952008, 13', "7-ethyl-4-(6-fluoro-4'-(isopropylsulfonyl)-2'-methoxybiphenyl-3-yl)-7H-imidazo[4,5-c]pyridazine"]"
"CHEMBL3647560";"";"";"Small molecule";"";"422.49";"1";"1";"4.04";"77.74";"6";"0";"0";"3";"N";"0.50";"None";"2.54";"3.05";"3.05";"4";"MOL";"-1";"30";"6";"0";"0";"422.1213";"-1.11";"NEUTRAL";"C22H19FN4O2S";"CCn1cnc2c(-c3ccc(F)c(-c4ccc5c(c4)CC(C)S5(=O)=O)c3)cnnc21";"HLGHDHJLYIPBMU-UHFFFAOYSA-N";"InChI=1S/C22H19FN4O2S/c1-3-27-12-24-21-18(11-25-26-22(21)27)15-4-6-19(23)17(10-15)14-5-7-20-16(9-14)8-13(2)30(20,28)29/h4-7,9-13H,3,8H2,1-2H3";"False";"-1";"['BDBM144251']";"['US8952008, 50']"
"CHEMBL4553352";"";"";"Unknown";"";"398.44";"5";"11";"3.80";"59.28";"4";"1";"0";"3";"N";"0.68";"None";"3.75";"3.74";"3.74";"3";"MOL";"-1";"30";"5";"1";"0";"398.1543";"-1.12";"NEUTRAL";"C24H19FN4O";"C#Cc1ccc2c(c1)C(c1ccccc1F)=N[C@H](C)c1c(C(=O)NC3CC3)ncn1-2";"YLZWVRAOJGXWTI-CQSZACIVSA-N";"InChI=1S/C24H19FN4O/c1-3-15-8-11-20-18(12-15)21(17-6-4-5-7-19(17)25)27-14(2)23-22(26-13-29(20)23)24(30)28-16-9-10-16/h1,4-8,11-14,16H,9-10H2,2H3,(H,28,30)/t14-/m1/s1";"False";"-1";"['50; GL-II-075']";"['(4R)-N-cyclopropyl-8-ethynyl-6-(2-fluorophenyl)-4-methyl-4H-benzo[f]imidazo[1,5-a][1,4]diazepine-3-carboxamide']"
"CHEMBL3647534";"";"";"Small molecule";"";"414.44";"1";"1";"3.86";"77.74";"6";"0";"0";"4";"N";"0.51";"None";"2.54";"2.43";"2.43";"4";"MOL";"-1";"29";"6";"0";"0";"414.0962";"-1.56";"NEUTRAL";"C20H16F2N4O2S";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(C)(=O)=O)cc4F)c3)cnnc21";"JBBFRNSUQWIIQO-UHFFFAOYSA-N";"InChI=1S/C20H16F2N4O2S/c1-3-26-11-23-19-16(10-24-25-20(19)26)12-4-7-17(21)15(8-12)14-6-5-13(9-18(14)22)29(2,27)28/h4-11H,3H2,1-2H3";"False";"-1";"['BDBM144225']";"['US8952008, 2']"
"CHEMBL3647551";"";"";"Small molecule";"";"463.54";"1";"1";"4.93";"101.53";"7";"0";"0";"5";"N";"0.42";"None";"2.52";"3.64";"3.64";"4";"MOL";"-1";"33";"7";"0";"0";"463.1478";"-1.59";"NEUTRAL";"C24H22FN5O2S";"CC(C)n1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C(C)C)cc4C#N)c3)cnnc21";"DMEHFXOQCJVYEI-UHFFFAOYSA-N";"InChI=1S/C24H22FN5O2S/c1-14(2)30-13-27-23-21(12-28-29-24(23)30)16-5-8-22(25)20(10-16)19-7-6-18(9-17(19)11-26)33(31,32)15(3)4/h5-10,12-15H,1-4H3";"False";"-1";"['BDBM144242']";"['US8952008, 35']"
"CHEMBL3647537";"";"";"Small molecule";"";"449.51";"1";"1";"4.37";"101.53";"7";"0";"0";"5";"N";"0.45";"None";"2.54";"3.22";"3.22";"4";"MOL";"-1";"32";"7";"0";"0";"449.1322";"-1.68";"NEUTRAL";"C23H20FN5O2S";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C(C)C)cc4C#N)c3)cnnc21";"ZXTANELFHSDZOB-UHFFFAOYSA-N";"InChI=1S/C23H20FN5O2S/c1-4-29-13-26-22-20(12-27-28-23(22)29)15-5-8-21(24)19(10-15)18-7-6-17(9-16(18)11-25)32(30,31)14(2)3/h5-10,12-14H,4H2,1-3H3";"False";"-1";"['BDBM144228']";"['US8952008, 5']"
"CHEMBL3647550";"";"";"Small molecule";"";"442.49";"1";"1";"4.81";"77.74";"6";"0";"0";"5";"N";"0.44";"None";"2.52";"3.36";"3.36";"4";"MOL";"-1";"31";"6";"0";"0";"442.1275";"-1.57";"NEUTRAL";"C22H20F2N4O2S";"CCS(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C(C)C)ccc2F)c(F)c1";"GNHPYSRFPBAFSE-UHFFFAOYSA-N";"InChI=1S/C22H20F2N4O2S/c1-4-31(29,30)15-6-7-16(20(24)10-15)17-9-14(5-8-19(17)23)18-11-26-27-22-21(18)25-12-28(22)13(2)3/h5-13H,4H2,1-3H3";"False";"-1";"['BDBM144241']";"['US8952008, 34']"
"CHEMBL45346";"";"PWZ-029";"Small molecule";"";"291.74";"13";"50";"2.26";"47.36";"4";"0";"0";"2";"N";"0.85";"None";"4.70";"1.27";"1.27";"2";"MOL";"-1";"20";"5";"0";"0";"291.0775";"-0.45";"NEUTRAL";"C14H14ClN3O2";"COCc1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2";"FXIDXTIMKAEBGY-UHFFFAOYSA-N";"InChI=1S/C14H14ClN3O2/c1-17-6-13-11(7-20-2)16-8-18(13)12-4-3-9(15)5-10(12)14(17)19/h3-5,8H,6-7H2,1-2H3";"False";"-1";"['33', '34', '5a', 'PWZ-029', 'PWZ-029', '36; PWZ-029']";"['8-Chloro-3-methoxymethyl-5-methyl-4,5-dihydro-2,5,10b-triaza-benzo[e]azulen-6-one', '8-Chloro-3-methoxymethyl-5-methyl-4,5-dihydro-2,5,10b-triaza-benzo[e]azulen-6-one', '8-Chloro-3-methoxymethyl-5-methyl-4,5-dihydro-2,5,10b-triaza-benzo[e]azulen-6-one', '7-chloro-3-(methoxymethyl)-4-methylimidazo[1,5-a]quinazolin-5(4H)-one', '8-chloro-3-(methoxymethyl)-5-methyl-4H-benzo[f]imidazo[1,5-a][1,4]diazepin-6(5H)-one', '8-chloro-3-(methoxymethyl)-5-methyl-4H-benzo[f]imidazo[1,5-a][1,4]diazepin-6(5H)-one']"
"CHEMBL475022";"";"";"Small molecule";"";"356.39";"19";"73";"2.78";"69.37";"6";"0";"0";"3";"N";"0.53";"None";"3.05";"2.97";"2.97";"3";"MOL";"-1";"27";"6";"0";"0";"356.1273";"-0.88";"NEUTRAL";"C21H16N4O2";"C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C(=O)OCC)ncn1-2";"ZSEDMNMFODMQRD-UHFFFAOYSA-N";"InChI=1S/C21H16N4O2/c1-3-14-8-9-17-15(11-14)19(16-7-5-6-10-22-16)23-12-18-20(21(26)27-4-2)24-13-25(17)18/h1,5-11,13H,4,12H2,2H3";"False";"-1";"['2', '2; HZ-166', '2, HZ-166', '26; HZ-166']";"['Ethyl-8-ethynyl-6-(pyridin-2-yl)-4H-benzo[f]imidazo[1,5-a][1,4]diazepine-3-carboxylate', 'ethyl 8-ethynyl-6-(pyridin-2-yl)-4H-benzo[f]imidazo[1,5-a][1,4]diazepine-3-carboxylate', 'ethyl 8-ethynyl-6-(pyridin-2-yl)-4H-benzo[f]imidazo[1,5-a][1,4]diazepine-3-carboxylate', 'ethyl 8-ethynyl-6-(pyridin-2-yl)-4H-benzo[f]imidazo[1,5-a][1,4]diazepine-3-carboxylate']"
"CHEMBL4759785";"";"";"Unknown";"";"364.41";"6";"7";"2.64";"85.17";"7";"1";"0";"4";"N";"0.77";"None";"6.24";"1.23";"1.21";"3";"MOL";"-1";"27";"8";"1";"0";"364.1648";"-1.26";"NEUTRAL";"C19H20N6O2";"Cc1nc(Nc2cnc3c(c2)OCC(=O)N3C)cc2c1ncn2CC1CC1";"PUQZTPDZIKRZRD-UHFFFAOYSA-N";"InChI=1S/C19H20N6O2/c1-11-18-14(25(10-21-18)8-12-3-4-12)6-16(22-11)23-13-5-15-19(20-7-13)24(2)17(26)9-27-15/h5-7,10,12H,3-4,8-9H2,1-2H3,(H,22,23)";"False";"-1";"['18']";"['7-(1-(cyclopropylmethyl)-4-methyl-1H-imidazo[4,5-c]pyridin-6-ylamino)-4-methyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one']"
"CHEMBL4746471";"";"";"Unknown";"";"433.39";"6";"7";"3.84";"81.51";"7";"1";"0";"5";"N";"0.66";"None";"6.09";"3.16";"3.14";"3";"MOL";"-1";"31";"8";"1";"0";"433.1362";"-1.39";"NEUTRAL";"C20H18F3N5O3";"CN1C(=O)COc2cc(Nc3cc4c(cc3OC(F)(F)F)ncn4CC3CC3)cnc21";"ANARVVNNNQSSPE-UHFFFAOYSA-N";"InChI=1S/C20H18F3N5O3/c1-27-18(29)9-30-17-4-12(7-24-19(17)27)26-14-5-15-13(6-16(14)31-20(21,22)23)25-10-28(15)8-11-2-3-11/h4-7,10-11,26H,2-3,8-9H2,1H3";"False";"-1";"['24']";"['7-(1-(cyclopropylmethyl)-5-(trifluoromethoxy)-1H-benzo[d]imidazol-6-ylamino)-4-methyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one']"
"CHEMBL3647539";"";"";"Small molecule";"";"452.51";"5";"7";"4.26";"86.97";"7";"0";"0";"6";"N";"0.43";"None";"2.54";"2.90";"2.90";"4";"MOL";"-1";"32";"7";"0";"0";"452.1318";"-1.29";"NEUTRAL";"C23H21FN4O3S";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C5CC5)cc4OC)c3)cnnc21";"LYBURRCIXUSBMB-UHFFFAOYSA-N";"InChI=1S/C23H21FN4O3S/c1-3-28-13-25-22-19(12-26-27-23(22)28)14-4-9-20(24)18(10-14)17-8-7-16(11-21(17)31-2)32(29,30)15-5-6-15/h4,7-13,15H,3,5-6H2,1-2H3";"False";"-1";"['BDBM144230', '39']";"['US8952008, 7', "4-(4'-(Cyclopropylsulfonyl)-6-fluoro-2'-methoxy-[1,1'-biphenyl]-3-yl)-7-ethyl-7H-imidazo[4,5-c]pyridazine"]"
"CHEMBL3647557";"";"";"Small molecule";"";"447.52";"1";"1";"4.53";"91.33";"7";"0";"0";"6";"N";"0.40";"None";"2.32";"0.22";"0.22";"4";"MOL";"-1";"32";"8";"0";"0";"447.1365";"-0.90";"NEUTRAL";"C23H21N5O3S";"[C-]#[N+]c1ccc(-c2cnnc3c2ncn3CC)cc1-c1ccc(S(=O)(=O)CC)cc1OC";"DPKWUFMPSCCEGN-UHFFFAOYSA-N";"InChI=1S/C23H21N5O3S/c1-5-28-14-25-22-19(13-26-27-23(22)28)15-7-10-20(24-3)18(11-15)17-9-8-16(12-21(17)31-4)32(29,30)6-2/h7-14H,5-6H2,1-2,4H3";"False";"-1";"['BDBM144248']";"['US8952008, 47']"
"CHEMBL1681900";"";"";"Small molecule";"";"353.85";"2";"4";"4.74";"39.94";"4";"0";"0";"4";"N";"0.68";"None";"3.49";"4.86";"4.86";"3";"MOL";"-1";"25";"4";"0";"0";"353.1295";"-1.29";"NEUTRAL";"C20H20ClN3O";"Clc1ccc(-n2nc3c4c(ncc3c2OCC2CC2)CCCC4)cc1";"VINUCJJPLQYRFQ-UHFFFAOYSA-N";"InChI=1S/C20H20ClN3O/c21-14-7-9-15(10-8-14)24-20(25-12-13-5-6-13)17-11-22-18-4-2-1-3-16(18)19(17)23-24/h7-11,13H,1-6,12H2";"False";"-1";"['17']";"['2-(4-chlorophenyl)-3-(cyclopropylmethoxy)-6,7,8,9-tetrahydro-2H-pyrazolo[4,3-c]quinoline']"
"CHEMBL1681898";"";"";"Small molecule";"";"410.30";"2";"4";"6.40";"39.94";"4";"0";"1";"3";"N";"0.39";"None";"3.44";"6.34";"6.34";"4";"MOL";"-1";"28";"4";"0";"1";"409.0749";"-1.28";"NEUTRAL";"C22H17Cl2N3O";"Clc1ccc(-n2nc3c4c(ncc3c2Oc2ccccc2Cl)CCCC4)cc1";"MVZSJFATYMUQIC-UHFFFAOYSA-N";"InChI=1S/C22H17Cl2N3O/c23-14-9-11-15(12-10-14)27-22(28-20-8-4-2-6-18(20)24)17-13-25-19-7-3-1-5-16(19)21(17)26-27/h2,4,6,8-13H,1,3,5,7H2";"False";"-1";"['18']";"['3-(2-chlorophenoxy)-2-(4-chlorophenyl)-6,7,8,9-tetrahydro-2H-pyrazolo[4,3-c]quinoline']"
"CHEMBL1681888";"";"";"Small molecule";"";"429.86";"2";"4";"5.53";"58.40";"6";"0";"1";"4";"N";"0.38";"None";"2.07";"5.48";"5.48";"5";"MOL";"-1";"31";"6";"0";"1";"429.0880";"-1.18";"NEUTRAL";"C24H16ClN3O3";"Clc1ccccc1COc1c2cnc3ccccc3c2nn1-c1ccc2c(c1)OCO2";"RMPSDPZBGHYHQZ-UHFFFAOYSA-N";"InChI=1S/C24H16ClN3O3/c25-19-7-3-1-5-15(19)13-29-24-18-12-26-20-8-4-2-6-17(20)23(18)27-28(24)16-9-10-21-22(11-16)31-14-30-21/h1-12H,13-14H2";"False";"-1";"['4']";"['2-(benzo[d][1,3]dioxol-5-yl)-3-(2-chlorobenzyloxy)-2H-pyrazolo[4,3-c]quinoline']"
"CHEMBL3647552";"";"";"Small molecule";"";"467.53";"1";"1";"4.07";"112.99";"7";"1";"0";"5";"N";"0.47";"10.00";"2.51";"2.89";"2.89";"4";"MOL";"-1";"33";"8";"2";"0";"467.1427";"-1.15";"NEUTRAL";"C23H22FN5O3S";"COc1cc(S(N)(=O)=O)ccc1-c1cc(-c2cnnc3c2ncn3C2CCCC2)ccc1F";"JPGTZVPDCMRYND-UHFFFAOYSA-N";"InChI=1S/C23H22FN5O3S/c1-32-21-11-16(33(25,30)31)7-8-17(21)18-10-14(6-9-20(18)24)19-12-27-28-23-22(19)26-13-29(23)15-4-2-3-5-15/h6-13,15H,2-5H2,1H3,(H2,25,30,31)";"False";"-1";"['BDBM144243']";"['US8952008, 42']"
"CHEMBL3647553";"";"";"Small molecule";"";"480.57";"1";"1";"5.22";"86.97";"7";"0";"1";"6";"N";"0.38";"None";"2.51";"3.64";"3.64";"4";"MOL";"-1";"34";"7";"0";"1";"480.1631";"-1.23";"NEUTRAL";"C25H25FN4O3S";"CCS(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C3CCCC3)ccc2F)c(OC)c1";"BONFFLGZNBCWQG-UHFFFAOYSA-N";"InChI=1S/C25H25FN4O3S/c1-3-34(31,32)18-9-10-19(23(13-18)33-2)20-12-16(8-11-22(20)26)21-14-28-29-25-24(21)27-15-30(25)17-6-4-5-7-17/h8-15,17H,3-7H2,1-2H3";"False";"-1";"['BDBM144244']";"['US8952008, 43']"
"CHEMBL147364";"";"";"Small molecule";"";"380.45";"5";"9";"3.86";"53.66";"6";"1";"0";"3";"N";"0.59";"13.15";"5.88";"3.77";"3.75";"4";"MOL";"-1";"27";"5";"1";"0";"380.1107";"-1.91";"NEUTRAL";"C20H17FN4OS";"Oc1nc2c(c3nc(-c4ccccc4F)cn13)CN(Cc1cccs1)CC2";"OPACNJRYYGOHET-UHFFFAOYSA-N";"InChI=1S/C20H17FN4OS/c21-16-6-2-1-5-14(16)18-12-25-19(22-18)15-11-24(10-13-4-3-9-27-13)8-7-17(15)23-20(25)26/h1-6,9,12H,7-8,10-11H2,(H,23,26)";"False";"-1";"['45']";"['2-(2-Fluoro-phenyl)-8-thiophen-2-ylmethyl-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL147842";"";"";"Small molecule";"";"406.39";"3";"5";"3.58";"70.73";"5";"1";"0";"2";"N";"0.55";"12.96";"4.25";"3.35";"3.35";"4";"MOL";"-1";"30";"6";"1";"0";"406.1241";"-1.56";"NEUTRAL";"C22H16F2N4O2";"O=C(c1ccc(F)cc1)N1CCc2nc(O)n3cc(-c4ccccc4F)nc3c2C1";"VZDMQRXAVMHRKZ-UHFFFAOYSA-N";"InChI=1S/C22H16F2N4O2/c23-14-7-5-13(6-8-14)21(29)27-10-9-18-16(11-27)20-25-19(12-28(20)22(30)26-18)15-3-1-2-4-17(15)24/h1-8,12H,9-11H2,(H,26,30)";"False";"-1";"['37']";"['8-(4-Fluoro-benzoyl)-2-(2-fluoro-phenyl)-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL3647554";"";"";"Small molecule";"";"440.50";"1";"1";"3.61";"97.97";"7";"1";"0";"6";"N";"0.49";"None";"2.52";"2.03";"2.03";"4";"MOL";"-1";"31";"7";"1";"0";"440.1318";"-1.26";"NEUTRAL";"C22H21FN4O3S";"CCn1cnc2c(-c3ccc(CO)c(-c4ccc(S(=O)(=O)CC)cc4F)c3)cnnc21";"WDLQPJDCMZXIBY-UHFFFAOYSA-N";"InChI=1S/C22H21FN4O3S/c1-3-27-13-24-21-19(11-25-26-22(21)27)14-5-6-15(12-28)18(9-14)17-8-7-16(10-20(17)23)31(29,30)4-2/h5-11,13,28H,3-4,12H2,1-2H3";"False";"-1";"['BDBM144245']";"['US8952008, 44']"
"CHEMBL3647575";"";"";"Small molecule";"";"438.48";"1";"1";"4.05";"86.97";"7";"0";"0";"5";"N";"0.47";"None";"2.51";"2.24";"2.24";"4";"MOL";"-1";"31";"7";"0";"0";"438.1162";"-1.19";"NEUTRAL";"C22H19FN4O3S";"COc1cc(S(C)(=O)=O)ccc1-c1cc(-c2cnnc3c2ncn3C2CC2)ccc1F";"HOAUSCIFFXMGAW-UHFFFAOYSA-N";"InChI=1S/C22H19FN4O3S/c1-30-20-10-15(31(2,28)29)6-7-16(20)17-9-13(3-8-19(17)23)18-11-25-26-22-21(18)24-12-27(22)14-4-5-14/h3,6-12,14H,4-5H2,1-2H3";"False";"-1";"['BDBM144266']";"['US8952008, 24']"
